hhld_id,Street,Accesspt_perstreet_hhld,Main municipality,Energy,Sectors,Approximate consumption (kWh),direction,Consumption year,Regio,Number of Access Points,access_pts_factor,accesspt_location,longitude,latitude
hhld144,LUIKLAAN,50,GENT,Electricity,Malem,1946.5308333333335,Decrease,2019,Regio 1,60,1,"[3.6937275086769907, 51.05209970337403]",3.6937275086769907,51.05209970337403
hhld145,LUIKLAAN,51,GENT,Electricity,Malem,1946.5308333333335,Decrease,2019,Regio 1,60,1,"[3.6937152564008153, 51.05213735163142]",3.6937152564008153,51.05213735163142
hhld146,LUIKLAAN,52,GENT,Electricity,Malem,1946.5308333333335,Decrease,2019,Regio 1,60,1,"[3.6937028328375603, 51.05217494388319]",3.6937028328375603,51.05217494388319
hhld147,LUIKLAAN,53,GENT,Electricity,Malem,1946.5308333333335,Decrease,2019,Regio 1,60,1,"[3.6936904092743053, 51.05221253613496]",3.6936904092743053,51.05221253613496
hhld148,LUIKLAAN,54,GENT,Electricity,Malem,1946.5308333333335,Decrease,2019,Regio 1,60,1,"[3.6936779857110507, 51.052250128386724]",3.6936779857110507,51.052250128386724
hhld149,LUIKLAAN,55,GENT,Electricity,Malem,1946.5308333333335,Decrease,2019,Regio 1,60,1,"[3.6936655621477956, 51.05228772063849]",3.6936655621477956,51.05228772063849
hhld150,LUIKLAAN,56,GENT,Electricity,Malem,1946.5308333333335,Decrease,2019,Regio 1,60,1,"[3.6936531385845406, 51.052325312890254]",3.6936531385845406,51.052325312890254
hhld151,LUIKLAAN,57,GENT,Electricity,Malem,1946.5308333333335,Decrease,2019,Regio 1,60,1,"[3.6936407150212855, 51.052362905142026]",3.6936407150212855,51.052362905142026
hhld152,LUIKLAAN,58,GENT,Electricity,Malem,1946.5308333333335,Decrease,2019,Regio 1,60,1,"[3.693628291458031, 51.05240049739379]",3.693628291458031,51.05240049739379
hhld153,LUIKLAAN,59,GENT,Electricity,Malem,1946.5308333333335,Decrease,2019,Regio 1,60,1,"[3.693615867894776, 51.052438089645555]",3.693615867894776,51.052438089645555
hhld154,LUIKLAAN,60,GENT,Electricity,Malem,1946.5308333333335,Decrease,2019,Regio 1,60,1,"[3.693615867894776, 51.052438089645555]",3.693615867894776,51.052438089645555
hhld155,ONTMIJNERSSTRAAT,1,GENT,Electricity,Malem,3210.38,Decrease,2019,Regio 1,8,1,"[3.6957092622293244, 51.05064254524913]",3.6957092622293244,51.05064254524913
hhld156,ONTMIJNERSSTRAAT,2,GENT,Electricity,Malem,3210.38,Decrease,2019,Regio 1,8,1,"[3.695794661314837, 51.05074487071421]",3.695794661314837,51.05074487071421
hhld157,ONTMIJNERSSTRAAT,3,GENT,Electricity,Malem,3210.38,Decrease,2019,Regio 1,8,1,"[3.6958758043337836, 51.05085063582468]",3.6958758043337836,51.05085063582468
hhld158,ONTMIJNERSSTRAAT,4,GENT,Electricity,Malem,3210.38,Decrease,2019,Regio 1,8,1,"[3.695960676132059, 51.05095343973444]",3.695960676132059,51.05095343973444
hhld159,ONTMIJNERSSTRAAT,5,GENT,Electricity,Malem,3210.38,Decrease,2019,Regio 1,8,1,"[3.6960455479303347, 51.0510562436442]",3.6960455479303347,51.0510562436442
hhld160,ONTMIJNERSSTRAAT,6,GENT,Electricity,Malem,3210.38,Decrease,2019,Regio 1,8,1,"[3.6961043388810384, 51.0511608431145]",3.6961043388810384,51.0511608431145
hhld161,ONTMIJNERSSTRAAT,7,GENT,Electricity,Malem,3210.38,Decrease,2019,Regio 1,8,1,"[3.696034356320129, 51.05127430811868]",3.696034356320129,51.05127430811868
hhld162,ONTMIJNERSSTRAAT,8,GENT,Electricity,Malem,3210.38,Decrease,2019,Regio 1,8,1,"[3.696034356320129, 51.05127430811868]",3.696034356320129,51.05127430811868
hhld163,RONSELESTRAAT,1,GENT,Electricity,Malem,1418.256666666667,Decrease,2019,Regio 1,3,1,"[3.6934519585982595, 51.05331707630539]",3.6934519585982595,51.05331707630539
hhld164,RONSELESTRAAT,2,GENT,Electricity,Malem,1418.256666666667,Decrease,2019,Regio 1,3,1,"[3.693288209201893, 51.05329443796882]",3.693288209201893,51.05329443796882
hhld165,RONSELESTRAAT,3,GENT,Electricity,Malem,1418.256666666667,Decrease,2019,Regio 1,3,1,"[3.6931244598055266, 51.05327179963225]",3.6931244598055266,51.05327179963225
hhld166,WEERSTANDSPLEIN,1,GENT,Electricity,Malem,1937.3709090909092,Decrease,2019,Regio 1,22,1,"[3.693385824162281, 51.054529466172156]",3.693385824162281,51.054529466172156
hhld167,WEERSTANDSPLEIN,2,GENT,Electricity,Malem,1937.3709090909092,Decrease,2019,Regio 1,22,1,"[3.6933912863579756, 51.05463016153414]",3.6933912863579756,51.05463016153414
hhld168,WEERSTANDSPLEIN,3,GENT,Electricity,Malem,1937.3709090909092,Decrease,2019,Regio 1,22,1,"[3.6933967485536705, 51.054730856896136]",3.6933967485536705,51.054730856896136
hhld169,WEERSTANDSPLEIN,4,GENT,Electricity,Malem,1937.3709090909092,Decrease,2019,Regio 1,22,1,"[3.6934022107493654, 51.05483155225812]",3.6934022107493654,51.05483155225812
hhld170,WEERSTANDSPLEIN,5,GENT,Electricity,Malem,1937.3709090909092,Decrease,2019,Regio 1,22,1,"[3.693424717838218, 51.05492963430556]",3.693424717838218,51.05492963430556
hhld171,WEERSTANDSPLEIN,6,GENT,Electricity,Malem,1937.3709090909092,Decrease,2019,Regio 1,22,1,"[3.6934496745140946, 51.05502734078353]",3.6934496745140946,51.05502734078353
hhld172,WEERSTANDSPLEIN,7,GENT,Electricity,Malem,1937.3709090909092,Decrease,2019,Regio 1,22,1,"[3.69351346366718, 51.05499948472868]",3.69351346366718,51.05499948472868
hhld173,WEERSTANDSPLEIN,8,GENT,Electricity,Malem,1937.3709090909092,Decrease,2019,Regio 1,22,1,"[3.6935892222403615, 51.054932926257415]",3.6935892222403615,51.054932926257415
hhld174,WEERSTANDSPLEIN,9,GENT,Electricity,Malem,1937.3709090909092,Decrease,2019,Regio 1,22,1,"[3.6936649808135433, 51.05486636778615]",3.6936649808135433,51.05486636778615
hhld175,WEERSTANDSPLEIN,10,GENT,Electricity,Malem,1937.3709090909092,Decrease,2019,Regio 1,22,1,"[3.6937407393867248, 51.05479980931488]",3.6937407393867248,51.05479980931488
hhld176,WEERSTANDSPLEIN,11,GENT,Electricity,Malem,1937.3709090909092,Decrease,2019,Regio 1,22,1,"[3.693816497959906, 51.05473325084361]",3.693816497959906,51.05473325084361
hhld177,WEERSTANDSPLEIN,12,GENT,Electricity,Malem,1937.3709090909092,Decrease,2019,Regio 1,22,1,"[3.693892256533088, 51.054666692372344]",3.693892256533088,51.054666692372344
hhld178,WEERSTANDSPLEIN,13,GENT,Electricity,Malem,1937.3709090909092,Decrease,2019,Regio 1,22,1,"[3.6939680151062695, 51.05460013390107]",3.6939680151062695,51.05460013390107
hhld179,WEERSTANDSPLEIN,14,GENT,Electricity,Malem,1937.3709090909092,Decrease,2019,Regio 1,22,1,"[3.6940437736794514, 51.0545335754298]",3.6940437736794514,51.0545335754298
hhld180,WEERSTANDSPLEIN,15,GENT,Electricity,Malem,1937.3709090909092,Decrease,2019,Regio 1,22,1,"[3.693980051535057, 51.054509210326316]",3.693980051535057,51.054509210326316
hhld181,WEERSTANDSPLEIN,16,GENT,Electricity,Malem,1937.3709090909092,Decrease,2019,Regio 1,22,1,"[3.6938801032736452, 51.054495803740295]",3.6938801032736452,51.054495803740295
hhld182,WEERSTANDSPLEIN,17,GENT,Electricity,Malem,1937.3709090909092,Decrease,2019,Regio 1,22,1,"[3.693780155012233, 51.05448239715427]",3.693780155012233,51.05448239715427
hhld183,WEERSTANDSPLEIN,18,GENT,Electricity,Malem,1937.3709090909092,Decrease,2019,Regio 1,22,1,"[3.6936802067508214, 51.05446899056824]",3.6936802067508214,51.05446899056824
hhld184,WEERSTANDSPLEIN,19,GENT,Electricity,Malem,1937.3709090909092,Decrease,2019,Regio 1,22,1,"[3.6935802584894097, 51.05445558398221]",3.6935802584894097,51.05445558398221
hhld185,WEERSTANDSPLEIN,20,GENT,Electricity,Malem,1937.3709090909092,Decrease,2019,Regio 1,22,1,"[3.6934803102279976, 51.05444217739619]",3.6934803102279976,51.05444217739619
hhld186,WEERSTANDSPLEIN,21,GENT,Electricity,Malem,1937.3709090909092,Decrease,2019,Regio 1,22,1,"[3.693380361966586, 51.05442877081016]",3.693380361966586,51.05442877081016
hhld187,WEERSTANDSPLEIN,22,GENT,Electricity,Malem,1937.3709090909092,Decrease,2019,Regio 1,22,1,"[3.693380361966586, 51.05442877081016]",3.693380361966586,51.05442877081016
hhld188,DAPPERHEIDSTRAAT,1,GENT,Electricity,Malem,2621.901428571429,Decrease,2019,Regio 1,28,1,"[3.6950225158061314, 51.051219883556335]",3.6950225158061314,51.051219883556335
hhld189,DAPPERHEIDSTRAAT,2,GENT,Electricity,Malem,2621.901428571429,Decrease,2019,Regio 1,28,1,"[3.695004633306221, 51.05127181248316]",3.695004633306221,51.05127181248316
hhld190,DAPPERHEIDSTRAAT,3,GENT,Electricity,Malem,2621.901428571429,Decrease,2019,Regio 1,28,1,"[3.6949867508063114, 51.05132374140997]",3.6949867508063114,51.05132374140997
hhld191,DAPPERHEIDSTRAAT,4,GENT,Electricity,Malem,2621.901428571429,Decrease,2019,Regio 1,28,1,"[3.6949688683064013, 51.051375670336796]",3.6949688683064013,51.051375670336796
hhld192,DAPPERHEIDSTRAAT,5,GENT,Electricity,Malem,2621.901428571429,Decrease,2019,Regio 1,28,1,"[3.6949509858064915, 51.05142759926362]",3.6949509858064915,51.05142759926362
hhld193,DAPPERHEIDSTRAAT,6,GENT,Electricity,Malem,2621.901428571429,Decrease,2019,Regio 1,28,1,"[3.6949331033065813, 51.05147952819044]",3.6949331033065813,51.05147952819044
hhld194,DAPPERHEIDSTRAAT,7,GENT,Electricity,Malem,2621.901428571429,Decrease,2019,Regio 1,28,1,"[3.6949152208066716, 51.051531457117264]",3.6949152208066716,51.051531457117264
hhld195,DAPPERHEIDSTRAAT,8,GENT,Electricity,Malem,2621.901428571429,Decrease,2019,Regio 1,28,1,"[3.6948973383067614, 51.051583386044086]",3.6948973383067614,51.051583386044086
hhld196,DAPPERHEIDSTRAAT,9,GENT,Electricity,Malem,2621.901428571429,Decrease,2019,Regio 1,28,1,"[3.6948794558068516, 51.0516353149709]",3.6948794558068516,51.0516353149709
hhld197,DAPPERHEIDSTRAAT,10,GENT,Electricity,Malem,2621.901428571429,Decrease,2019,Regio 1,28,1,"[3.6948615733069414, 51.051687243897724]",3.6948615733069414,51.051687243897724
hhld198,DAPPERHEIDSTRAAT,11,GENT,Electricity,Malem,2621.901428571429,Decrease,2019,Regio 1,28,1,"[3.6948436908070317, 51.05173917282455]",3.6948436908070317,51.05173917282455
hhld199,DAPPERHEIDSTRAAT,12,GENT,Electricity,Malem,2621.901428571429,Decrease,2019,Regio 1,28,1,"[3.694825808307122, 51.05179110175137]",3.694825808307122,51.05179110175137
hhld200,DAPPERHEIDSTRAAT,13,GENT,Electricity,Malem,2621.901428571429,Decrease,2019,Regio 1,28,1,"[3.6948079258072117, 51.05184303067819]",3.6948079258072117,51.05184303067819
hhld201,DAPPERHEIDSTRAAT,14,GENT,Electricity,Malem,2621.901428571429,Decrease,2019,Regio 1,28,1,"[3.694790043307302, 51.05189495960501]",3.694790043307302,51.05189495960501
hhld202,DAPPERHEIDSTRAAT,15,GENT,Electricity,Malem,2621.901428571429,Decrease,2019,Regio 1,28,1,"[3.694772160807392, 51.05194688853183]",3.694772160807392,51.05194688853183
hhld203,DAPPERHEIDSTRAAT,16,GENT,Electricity,Malem,2621.901428571429,Decrease,2019,Regio 1,28,1,"[3.694754278307482, 51.05199881745865]",3.694754278307482,51.05199881745865
hhld204,DAPPERHEIDSTRAAT,17,GENT,Electricity,Malem,2621.901428571429,Decrease,2019,Regio 1,28,1,"[3.694736395807572, 51.052050746385476]",3.694736395807572,51.052050746385476
hhld205,DAPPERHEIDSTRAAT,18,GENT,Electricity,Malem,2621.901428571429,Decrease,2019,Regio 1,28,1,"[3.694718513307662, 51.0521026753123]",3.694718513307662,51.0521026753123
hhld206,DAPPERHEIDSTRAAT,19,GENT,Electricity,Malem,2621.901428571429,Decrease,2019,Regio 1,28,1,"[3.694700630807752, 51.05215460423912]",3.694700630807752,51.05215460423912
hhld207,DAPPERHEIDSTRAAT,20,GENT,Electricity,Malem,2621.901428571429,Decrease,2019,Regio 1,28,1,"[3.694682748307842, 51.052206533165936]",3.694682748307842,51.052206533165936
hhld208,DAPPERHEIDSTRAAT,21,GENT,Electricity,Malem,2621.901428571429,Decrease,2019,Regio 1,28,1,"[3.694664865807932, 51.05225846209276]",3.694664865807932,51.05225846209276
hhld209,DAPPERHEIDSTRAAT,22,GENT,Electricity,Malem,2621.901428571429,Decrease,2019,Regio 1,28,1,"[3.6946469954276395, 51.05231039517882]",3.6946469954276395,51.05231039517882
hhld210,DAPPERHEIDSTRAAT,23,GENT,Electricity,Malem,2621.901428571429,Decrease,2019,Regio 1,28,1,"[3.6946292228132767, 51.05236236181641]",3.6946292228132767,51.05236236181641
hhld211,DAPPERHEIDSTRAAT,24,GENT,Electricity,Malem,2621.901428571429,Decrease,2019,Regio 1,28,1,"[3.694611450198914, 51.052414328454]",3.694611450198914,51.052414328454
hhld212,DAPPERHEIDSTRAAT,25,GENT,Electricity,Malem,2621.901428571429,Decrease,2019,Regio 1,28,1,"[3.694593677584551, 51.05246629509159]",3.694593677584551,51.05246629509159
hhld213,DAPPERHEIDSTRAAT,26,GENT,Electricity,Malem,2621.901428571429,Decrease,2019,Regio 1,28,1,"[3.694575904970188, 51.05251826172918]",3.694575904970188,51.05251826172918
hhld214,DAPPERHEIDSTRAAT,27,GENT,Electricity,Malem,2621.901428571429,Decrease,2019,Regio 1,28,1,"[3.694558132355825, 51.052570228366775]",3.694558132355825,51.052570228366775
hhld215,DAPPERHEIDSTRAAT,28,GENT,Electricity,Malem,2621.901428571429,Decrease,2019,Regio 1,28,1,"[3.694558132355825, 51.052570228366775]",3.694558132355825,51.052570228366775
hhld216,HERDENKINGSLAAN,1,GENT,Electricity,"Ekkergem,Malem",2852.16,Decrease,2019,Regio 1,6,2,"[3.6960833201906076, 51.05278073651277]",3.6960833201906076,51.05278073651277
hhld217,HERDENKINGSLAAN,2,GENT,Electricity,"Ekkergem,Malem",2852.16,Decrease,2019,Regio 1,6,2,"[3.6966116155054536, 51.05291384492801]",3.6966116155054536,51.05291384492801
hhld218,HERDENKINGSLAAN,3,GENT,Electricity,"Ekkergem,Malem",2852.16,Decrease,2019,Regio 1,6,2,"[3.697097644190649, 51.053159895241265]",3.697097644190649,51.053159895241265
hhld219,HERDENKINGSLAAN,4,GENT,Electricity,"Ekkergem,Malem",2852.16,Decrease,2019,Regio 1,6,2,"[3.6975615827779458, 51.053447729129495]",3.6975615827779458,51.053447729129495
hhld220,HERDENKINGSLAAN,5,GENT,Electricity,"Ekkergem,Malem",2852.16,Decrease,2019,Regio 1,6,2,"[3.698033063809838, 51.05372269572163]",3.698033063809838,51.05372269572163
hhld221,HERDENKINGSLAAN,6,GENT,Electricity,"Ekkergem,Malem",2852.16,Decrease,2019,Regio 1,6,2,"[3.698033063809838, 51.05372269572163]",3.698033063809838,51.05372269572163
hhld222,MALEMSTRAAT,1,GENT,Electricity,Malem,2237.046923076923,Decrease,2019,Regio 1,13,1,"[3.693199217990177, 51.05578724764468]",3.693199217990177,51.05578724764468
hhld223,MALEMSTRAAT,2,GENT,Electricity,Malem,2237.046923076923,Decrease,2019,Regio 1,13,1,"[3.693222623098849, 51.0557202933436]",3.693222623098849,51.0557202933436
hhld224,MALEMSTRAAT,3,GENT,Electricity,Malem,2237.046923076923,Decrease,2019,Regio 1,13,1,"[3.693246028207521, 51.05565333904252]",3.693246028207521,51.05565333904252
hhld225,MALEMSTRAAT,4,GENT,Electricity,Malem,2237.046923076923,Decrease,2019,Regio 1,13,1,"[3.693269433316193, 51.05558638474144]",3.693269433316193,51.05558638474144
hhld226,MALEMSTRAAT,5,GENT,Electricity,Malem,2237.046923076923,Decrease,2019,Regio 1,13,1,"[3.693292838424865, 51.05551943044036]",3.693292838424865,51.05551943044036
hhld227,MALEMSTRAAT,6,GENT,Electricity,Malem,2237.046923076923,Decrease,2019,Regio 1,13,1,"[3.693316243533537, 51.05545247613928]",3.693316243533537,51.05545247613928
hhld228,MALEMSTRAAT,7,GENT,Electricity,Malem,2237.046923076923,Decrease,2019,Regio 1,13,1,"[3.693339648642209, 51.055385521838204]",3.693339648642209,51.055385521838204
hhld229,MALEMSTRAAT,8,GENT,Electricity,Malem,2237.046923076923,Decrease,2019,Regio 1,13,1,"[3.6933629734913502, 51.05531853965546]",3.6933629734913502,51.05531853965546
hhld230,MALEMSTRAAT,9,GENT,Electricity,Malem,2237.046923076923,Decrease,2019,Regio 1,13,1,"[3.693386118755804, 51.05525149508612]",3.693386118755804,51.05525149508612
hhld231,MALEMSTRAAT,10,GENT,Electricity,Malem,2237.046923076923,Decrease,2019,Regio 1,13,1,"[3.6934092640202576, 51.05518445051678]",3.6934092640202576,51.05518445051678
hhld232,MALEMSTRAAT,11,GENT,Electricity,Malem,2237.046923076923,Decrease,2019,Regio 1,13,1,"[3.6934324092847115, 51.055117405947435]",3.6934324092847115,51.055117405947435
hhld233,MALEMSTRAAT,12,GENT,Electricity,Malem,2237.046923076923,Decrease,2019,Regio 1,13,1,"[3.693455554549165, 51.05505036137809]",3.693455554549165,51.05505036137809
hhld234,MALEMSTRAAT,13,GENT,Electricity,Malem,2237.046923076923,Decrease,2019,Regio 1,13,1,"[3.693455554549165, 51.05505036137809]",3.693455554549165,51.05505036137809
hhld235,MERKEMSTRAAT,1,GENT,Electricity,Malem,2012.2533333333333,Decrease,2019,Regio 1,3,1,"[3.6930987088297136, 51.053162255788806]",3.6930987088297136,51.053162255788806
hhld236,MERKEMSTRAAT,2,GENT,Electricity,Malem,2012.2533333333333,Decrease,2019,Regio 1,3,1,"[3.693149041289406, 51.05300479784968]",3.693149041289406,51.05300479784968
hhld237,MERKEMSTRAAT,3,GENT,Electricity,Malem,2012.2533333333333,Decrease,2019,Regio 1,3,1,"[3.693149041289406, 51.05300479784968]",3.693149041289406,51.05300479784968
hhld238,RAMSKAPELLELAAN,1,GENT,Electricity,Malem,2493.285,Decrease,2019,Regio 1,48,1,"[3.694940757117937, 51.05026545227896]",3.694940757117937,51.05026545227896
hhld239,RAMSKAPELLELAAN,2,GENT,Electricity,Malem,2493.285,Decrease,2019,Regio 1,48,1,"[3.6949772160852787, 51.0503120996353]",3.6949772160852787,51.0503120996353
hhld240,RAMSKAPELLELAAN,3,GENT,Electricity,Malem,2493.285,Decrease,2019,Regio 1,48,1,"[3.6950131347072888, 51.05035916016225]",3.6950131347072888,51.05035916016225
hhld241,RAMSKAPELLELAAN,4,GENT,Electricity,Malem,2493.285,Decrease,2019,Regio 1,48,1,"[3.695048596057806, 51.05040657033809]",3.695048596057806,51.05040657033809
hhld242,RAMSKAPELLELAAN,5,GENT,Electricity,Malem,2493.285,Decrease,2019,Regio 1,48,1,"[3.6950840574083235, 51.05045398051392]",3.6950840574083235,51.05045398051392
hhld243,RAMSKAPELLELAAN,6,GENT,Electricity,Malem,2493.285,Decrease,2019,Regio 1,48,1,"[3.695119518758841, 51.05050139068976]",3.695119518758841,51.05050139068976
hhld244,RAMSKAPELLELAAN,7,GENT,Electricity,Malem,2493.285,Decrease,2019,Regio 1,48,1,"[3.695156313256159, 51.05054776151643]",3.695156313256159,51.05054776151643
hhld245,RAMSKAPELLELAAN,8,GENT,Electricity,Malem,2493.285,Decrease,2019,Regio 1,48,1,"[3.695193641265785, 51.05059371640573]",3.695193641265785,51.05059371640573
hhld246,RAMSKAPELLELAAN,9,GENT,Electricity,Malem,2493.285,Decrease,2019,Regio 1,48,1,"[3.6952309692754106, 51.05063967129503]",3.6952309692754106,51.05063967129503
hhld247,RAMSKAPELLELAAN,10,GENT,Electricity,Malem,2493.285,Decrease,2019,Regio 1,48,1,"[3.6952682972850366, 51.05068562618433]",3.6952682972850366,51.05068562618433
hhld248,RAMSKAPELLELAAN,11,GENT,Electricity,Malem,2493.285,Decrease,2019,Regio 1,48,1,"[3.6953056252946626, 51.050731581073634]",3.6953056252946626,51.050731581073634
hhld249,RAMSKAPELLELAAN,12,GENT,Electricity,Malem,2493.285,Decrease,2019,Regio 1,48,1,"[3.6953428057819413, 51.050777654352466]",3.6953428057819413,51.050777654352466
hhld250,RAMSKAPELLELAAN,13,GENT,Electricity,Malem,2493.285,Decrease,2019,Regio 1,48,1,"[3.6953795883982927, 51.0508240469304]",3.6953795883982927,51.0508240469304
hhld251,RAMSKAPELLELAAN,14,GENT,Electricity,Malem,2493.285,Decrease,2019,Regio 1,48,1,"[3.695416371014644, 51.050870439508344]",3.695416371014644,51.050870439508344
hhld252,RAMSKAPELLELAAN,15,GENT,Electricity,Malem,2493.285,Decrease,2019,Regio 1,48,1,"[3.695453153630995, 51.05091683208628]",3.695453153630995,51.05091683208628
hhld253,RAMSKAPELLELAAN,16,GENT,Electricity,Malem,2493.285,Decrease,2019,Regio 1,48,1,"[3.6954899362473466, 51.050963224664216]",3.6954899362473466,51.050963224664216
hhld254,RAMSKAPELLELAAN,17,GENT,Electricity,Malem,2493.285,Decrease,2019,Regio 1,48,1,"[3.695522748776497, 51.05101247545017]",3.695522748776497,51.05101247545017
hhld255,RAMSKAPELLELAAN,18,GENT,Electricity,Malem,2493.285,Decrease,2019,Regio 1,48,1,"[3.69555507519789, 51.05106207620251]",3.69555507519789,51.05106207620251
hhld256,RAMSKAPELLELAAN,19,GENT,Electricity,Malem,2493.285,Decrease,2019,Regio 1,48,1,"[3.6955851417712853, 51.05111295253857]",3.6955851417712853,51.05111295253857
hhld257,RAMSKAPELLELAAN,20,GENT,Electricity,Malem,2493.285,Decrease,2019,Regio 1,48,1,"[3.6956109021842423, 51.051166259510694]",3.6956109021842423,51.051166259510694
hhld258,RAMSKAPELLELAAN,21,GENT,Electricity,Malem,2493.285,Decrease,2019,Regio 1,48,1,"[3.6956374209741596, 51.05121917229926]",3.6956374209741596,51.05121917229926
hhld259,RAMSKAPELLELAAN,22,GENT,Electricity,Malem,2493.285,Decrease,2019,Regio 1,48,1,"[3.695666247275785, 51.0512708857065]",3.695666247275785,51.0512708857065
hhld260,RAMSKAPELLELAAN,23,GENT,Electricity,Malem,2493.285,Decrease,2019,Regio 1,48,1,"[3.69569507357741, 51.05132259911374]",3.69569507357741,51.05132259911374
hhld261,RAMSKAPELLELAAN,24,GENT,Electricity,Malem,2493.285,Decrease,2019,Regio 1,48,1,"[3.695709645198881, 51.05137994185486]",3.695709645198881,51.05137994185486
hhld262,RAMSKAPELLELAAN,25,GENT,Electricity,Malem,2493.285,Decrease,2019,Regio 1,48,1,"[3.695723930978135, 51.051437397478296]",3.695723930978135,51.051437397478296
hhld263,RAMSKAPELLELAAN,26,GENT,Electricity,Malem,2493.285,Decrease,2019,Regio 1,48,1,"[3.6957382167573893, 51.05149485310173]",3.6957382167573893,51.05149485310173
hhld264,RAMSKAPELLELAAN,27,GENT,Electricity,Malem,2493.285,Decrease,2019,Regio 1,48,1,"[3.695752368860263, 51.05155233218818]",3.695752368860263,51.05155233218818
hhld265,RAMSKAPELLELAAN,28,GENT,Electricity,Malem,2493.285,Decrease,2019,Regio 1,48,1,"[3.6957585035344445, 51.05161121850175]",3.6957585035344445,51.05161121850175
hhld266,RAMSKAPELLELAAN,29,GENT,Electricity,Malem,2493.285,Decrease,2019,Regio 1,48,1,"[3.695764638208626, 51.05167010481532]",3.695764638208626,51.05167010481532
hhld267,RAMSKAPELLELAAN,30,GENT,Electricity,Malem,2493.285,Decrease,2019,Regio 1,48,1,"[3.6957707728828075, 51.05172899112889]",3.6957707728828075,51.05172899112889
hhld268,RAMSKAPELLELAAN,31,GENT,Electricity,Malem,2493.285,Decrease,2019,Regio 1,48,1,"[3.695772808883235, 51.05178811300437]",3.695772808883235,51.05178811300437
hhld269,RAMSKAPELLELAAN,32,GENT,Electricity,Malem,2493.285,Decrease,2019,Regio 1,48,1,"[3.6957734610310813, 51.051847314413614]",3.6957734610310813,51.051847314413614
hhld270,RAMSKAPELLELAAN,33,GENT,Electricity,Malem,2493.285,Decrease,2019,Regio 1,48,1,"[3.6957694052624217, 51.051906347023575]",3.6957694052624217,51.051906347023575
hhld271,RAMSKAPELLELAAN,34,GENT,Electricity,Malem,2493.285,Decrease,2019,Regio 1,48,1,"[3.69576451498352, 51.05196534971272]",3.69576451498352,51.05196534971272
hhld272,RAMSKAPELLELAAN,35,GENT,Electricity,Malem,2493.285,Decrease,2019,Regio 1,48,1,"[3.695754667694982, 51.05202365169306]",3.695754667694982,51.05202365169306
hhld273,RAMSKAPELLELAAN,36,GENT,Electricity,Malem,2493.285,Decrease,2019,Regio 1,48,1,"[3.6957430122496415, 51.05208169807751]",3.6957430122496415,51.05208169807751
hhld274,RAMSKAPELLELAAN,37,GENT,Electricity,Malem,2493.285,Decrease,2019,Regio 1,48,1,"[3.6957313568043015, 51.052139744461954]",3.6957313568043015,51.052139744461954
hhld275,RAMSKAPELLELAAN,38,GENT,Electricity,Malem,2493.285,Decrease,2019,Regio 1,48,1,"[3.6957164550776045, 51.05219691666536]",3.6957164550776045,51.05219691666536
hhld276,RAMSKAPELLELAAN,39,GENT,Electricity,Malem,2493.285,Decrease,2019,Regio 1,48,1,"[3.69569738587303, 51.05225296662156]",3.69569738587303,51.05225296662156
hhld277,RAMSKAPELLELAAN,40,GENT,Electricity,Malem,2493.285,Decrease,2019,Regio 1,48,1,"[3.6956783166684555, 51.05230901657776]",3.6956783166684555,51.05230901657776
hhld278,RAMSKAPELLELAAN,41,GENT,Electricity,Malem,2493.285,Decrease,2019,Regio 1,48,1,"[3.695659247463881, 51.052365066533966]",3.695659247463881,51.052365066533966
hhld279,RAMSKAPELLELAAN,42,GENT,Electricity,Malem,2493.285,Decrease,2019,Regio 1,48,1,"[3.6956401782593065, 51.052421116490166]",3.6956401782593065,51.052421116490166
hhld280,RAMSKAPELLELAAN,43,GENT,Electricity,Malem,2493.285,Decrease,2019,Regio 1,48,1,"[3.695621109054732, 51.052477166446366]",3.695621109054732,51.052477166446366
hhld281,RAMSKAPELLELAAN,44,GENT,Electricity,Malem,2493.285,Decrease,2019,Regio 1,48,1,"[3.6956017474846696, 51.052533115640735]",3.6956017474846696,51.052533115640735
hhld282,RAMSKAPELLELAAN,45,GENT,Electricity,Malem,2493.285,Decrease,2019,Regio 1,48,1,"[3.6955822348648044, 51.05258901277679]",3.6955822348648044,51.05258901277679
hhld283,RAMSKAPELLELAAN,46,GENT,Electricity,Malem,2493.285,Decrease,2019,Regio 1,48,1,"[3.6955627222449396, 51.05264490991285]",3.6955627222449396,51.05264490991285
hhld284,RAMSKAPELLELAAN,47,GENT,Electricity,Malem,2493.285,Decrease,2019,Regio 1,48,1,"[3.695543209625075, 51.05270080704891]",3.695543209625075,51.05270080704891
hhld285,RAMSKAPELLELAAN,48,GENT,Electricity,Malem,2493.285,Decrease,2019,Regio 1,48,1,"[3.695543209625075, 51.05270080704891]",3.695543209625075,51.05270080704891
hhld286,TERVATESTRAAT,1,GENT,Electricity,Malem,1815.34,Decrease,2019,Regio 1,4,1,"[3.6934880187399575, 51.05202712162208]",3.6934880187399575,51.05202712162208
hhld287,TERVATESTRAAT,2,GENT,Electricity,Malem,1815.34,Decrease,2019,Regio 1,4,1,"[3.693269238649669, 51.05197155545791]",3.693269238649669,51.05197155545791
hhld288,TERVATESTRAAT,3,GENT,Electricity,Malem,1815.34,Decrease,2019,Regio 1,4,1,"[3.693347958836017, 51.05172999421015]",3.693347958836017,51.05172999421015
